bus_id,route,bus_type,depot,date,capacity,passengers,occupancy_rate,distance_km,fare_per_passenger,revenue,fuel_consumed_liters,month,day_of_week,trip_time,hour,peak_hour,weekend,holiday,event_flag,weather_condition,bus_stop,next_bus_arrival_min,bus_frequency_min,current_onboard,waiting_crowd,boarding_count,alighting_count,vision_waiting_count,vision_boarding_count,passengers_after_stop,occupancy_after_stop,future_passengers,future_occupancy_rate,crowd_level,future_crowd_level,waiting_pressure_pct,available_seats_before_boarding
AP0250,Guntur-Hyderabad,Express,Visakhapatnam,2024-05-21,63,52,82.74,465.98,406.7,21148.35,110.99,May,Tuesday,13:25,13,0,0,0,1,Clear,Central Bus Station,18,5,52,24,5,4,24,5,53,84.13,55,87.3,HIGH,HIGH,38.1,11
AP0251,Rajahmundry-Hyderabad,Sleeper,Vijayawada,2024-06-09,36,30,84.16,396.64,549.21,16476.16,88.7,June,Sunday,16:30,16,0,1,0,0,Clear,Railway Station Stop,19,30,30,19,9,7,19,9,32,88.89,34,94.44,HIGH,HIGH,52.78,6
AP0252,Hyderabad-Visakhapatnam,Sleeper,Tirupati,2024-03-01,40,29,72.54,630.35,551.84,16003.32,95.07,March,Friday,20:30,20,0,0,0,0,Clear,Railway Station Stop,4,20,29,12,8,8,12,8,29,72.5,35,87.5,MODERATE,HIGH,30.0,11
AP0253,Kadapa-Hyderabad,Express,Tirupati,2024-07-16,59,45,77.28,567.37,370.45,16670.06,108.02,July,Tuesday,13:10,13,0,0,0,0,Clear,Main Road Stop,21,10,45,7,7,2,7,7,50,84.75,52,88.14,HIGH,HIGH,11.86,14
AP0254,Hyderabad-Visakhapatnam,Ordinary,Vijayawada,2024-06-15,59,52,88.56,607.54,284.92,14816.09,112.6,June,Saturday,11:30,11,0,1,0,0,Rainy,City Center Stop,15,20,52,26,11,5,26,11,58,98.31,56,94.92,HIGH,HIGH,44.07,7
AP0255,Guntur-Hyderabad,Volvo AC,Nellore,2024-10-03,53,40,75.86,136.69,1079.45,43177.81,30.57,October,Thursday,11:15,11,0,0,0,0,Clear,City Center Stop,6,20,40,17,9,1,17,9,48,90.57,49,92.45,HIGH,HIGH,32.08,13
AP0256,Vijayawada-Visakhapatnam,Express,Nellore,2024-08-01,63,47,76.18,382.31,479.54,22538.56,88.95,August,Thursday,18:40,18,1,0,0,0,Clear,Main Road Stop,8,20,47,17,11,1,17,11,57,90.48,59,93.65,HIGH,HIGH,26.98,16
AP0257,Vijayawada-Visakhapatnam,Volvo AC,Kurnool,2024-03-06,53,15,28.74,386.72,741.64,11124.57,67.02,March,Wednesday,20:45,20,0,0,0,0,Clear,Market Stop,24,5,15,21,7,5,21,7,17,32.08,16,30.19,LOW,LOW,39.62,38
AP0258,Rajahmundry-Hyderabad,Semi-Sleeper,Visakhapatnam,2024-03-29,63,55,88.22,379.88,256.67,14116.73,97.44,March,Friday,09:35,9,1,0,0,0,Clear,Main Road Stop,28,5,55,17,14,6,17,14,63,100.0,55,87.3,HIGH,HIGH,26.98,8
AP0259,Anantapur-Bangalore,Express,Visakhapatnam,2024-02-24,55,17,31.23,537.33,411.33,6992.56,100.17,February,Saturday,08:00,8,1,1,0,0,Hot,Main Road Stop,17,20,17,28,4,2,28,4,19,34.55,24,43.64,LOW,LOW,50.91,38
AP0260,Rajahmundry-Hyderabad,Semi-Sleeper,Vijayawada,2024-09-15,59,36,62.3,433.38,288.78,10396.03,104.23,September,Sunday,15:55,15,0,1,0,0,Clear,Main Road Stop,30,10,36,21,6,4,21,6,38,64.41,38,64.41,MODERATE,MODERATE,35.59,23
AP0261,Anantapur-Bangalore,Express,Visakhapatnam,2024-04-10,55,27,49.69,428.18,345.35,9324.43,86.43,April,Wednesday,10:00,10,0,0,0,0,Hot,Market Stop,8,10,27,6,6,3,6,6,30,54.55,31,56.36,LOW,LOW,10.91,28
AP0262,Vijayawada-Visakhapatnam,Semi-Sleeper,Kurnool,2024-01-21,63,30,49.15,342.04,277.21,8316.28,70.35,January,Sunday,20:55,20,0,1,0,0,Clear,Main Road Stop,11,15,30,15,10,5,15,10,35,55.56,36,57.14,LOW,LOW,23.81,33
AP0263,Ongole-Hyderabad,Sleeper,Vijayawada,2024-07-14,44,31,71.17,289.66,485.98,15065.32,61.35,July,Sunday,12:00,12,0,1,0,0,Clear,Central Bus Station,29,20,31,17,9,7,17,9,33,75.0,38,86.36,MODERATE,HIGH,38.64,13
AP0264,Rajahmundry-Hyderabad,Volvo AC,Vijayawada,2024-05-13,57,32,56.14,383.85,695.2,22246.42,90.03,May,Monday,10:30,10,0,0,0,0,Clear,Market Stop,7,5,32,28,10,2,28,10,40,70.18,50,87.72,MODERATE,HIGH,49.12,25
AP0265,Hyderabad-Tirupati,Volvo AC,Tirupati,2024-10-12,53,48,91.25,553.35,534.41,25651.81,120.55,October,Saturday,21:05,21,0,1,0,1,Clear,Railway Station Stop,21,30,48,13,2,3,13,2,47,88.68,48,90.57,HIGH,HIGH,24.53,5
AP0266,Kakinada-Vijayawada,Sleeper,Tirupati,2024-03-15,36,18,51.79,271.6,598.25,10768.48,54.46,March,Friday,10:05,10,0,0,0,0,Rainy,Main Road Stop,9,15,18,23,13,5,23,13,26,72.22,34,94.44,MODERATE,HIGH,63.89,18
AP0267,Rajahmundry-Hyderabad,Semi-Sleeper,Hyderabad,2024-09-04,63,58,93.38,301.09,241.76,14021.97,63.55,September,Wednesday,12:40,12,0,0,0,0,Clear,Railway Station Stop,12,5,58,12,6,1,12,6,63,100.0,63,100.0,HIGH,HIGH,19.05,5
AP0268,Chittoor-Bangalore,Semi-Sleeper,Hyderabad,2024-08-14,63,33,52.44,249.97,319.43,10541.12,63.16,August,Wednesday,10:40,10,0,0,0,0,Clear,Main Road Stop,16,5,33,5,5,1,5,5,37,58.73,39,61.9,LOW,MODERATE,7.94,30
AP0269,Rajahmundry-Hyderabad,Sleeper,Guntur,2024-11-28,36,27,77.69,422.36,792.5,21397.59,83.9,November,Thursday,09:05,9,1,0,0,0,Cloudy,College Road Stop,13,30,27,19,2,6,19,2,23,63.89,24,66.67,MODERATE,MODERATE,52.78,9
AP0270,Eluru-Hyderabad,Express,Visakhapatnam,2024-02-15,63,53,84.76,312.07,427.27,22645.3,86.95,February,Thursday,06:55,6,0,0,0,0,Cloudy,Railway Station Stop,27,5,53,12,9,4,12,9,58,92.06,59,93.65,HIGH,HIGH,19.05,10
AP0271,Guntur-Hyderabad,Semi-Sleeper,Tirupati,2024-12-09,63,44,70.45,296.47,173.85,7649.49,66.96,December,Monday,07:15,7,1,0,0,0,Hot,City Center Stop,30,15,44,14,6,6,14,6,44,69.84,57,90.48,MODERATE,HIGH,22.22,19
AP0272,Ongole-Hyderabad,Express,Kurnool,2024-06-21,63,43,68.47,434.34,470.95,20250.64,88.71,June,Friday,10:15,10,0,0,0,0,Hot,Central Bus Station,17,20,43,14,10,2,14,10,51,80.95,53,84.13,HIGH,HIGH,22.22,20
AP0273,Kurnool-Hyderabad,Semi-Sleeper,Nellore,2024-04-29,55,49,89.13,415.94,413.34,20253.64,99.25,April,Monday,07:15,7,1,0,0,0,Cloudy,City Center Stop,17,15,49,26,9,4,26,9,54,98.18,54,98.18,HIGH,HIGH,47.27,6
AP0274,Guntur-Hyderabad,Sleeper,Guntur,2024-03-29,36,25,71.72,348.06,678.42,16960.57,81.75,March,Friday,15:25,15,0,0,0,1,Rainy,Market Stop,4,10,25,20,9,1,20,9,33,91.67,32,88.89,HIGH,HIGH,55.56,11
AP0275,Ongole-Hyderabad,Super Luxury,Guntur,2024-09-20,49,28,58.98,284.44,441.95,12374.53,61.58,September,Friday,17:10,17,1,0,0,0,Rainy,Central Bus Station,9,5,28,19,5,5,19,5,28,57.14,27,55.1,LOW,LOW,38.78,21
AP0276,Hyderabad-Visakhapatnam,Ordinary,Guntur,2024-03-02,63,49,78.22,621.18,322.2,15787.68,98.56,March,Saturday,13:25,13,0,1,0,0,Clear,College Road Stop,4,20,49,11,8,6,11,8,51,80.95,52,82.54,HIGH,HIGH,17.46,14
AP0277,Hyderabad-Vijayawada,Semi-Sleeper,Tirupati,2024-06-20,55,50,92.43,262.88,255.6,12780.21,66.93,June,Thursday,12:10,12,0,0,0,0,Cloudy,Main Road Stop,26,15,50,12,6,1,12,6,55,100.0,52,94.55,HIGH,HIGH,21.82,5
AP0278,Hyderabad-Vijayawada,Sleeper,Guntur,2024-11-27,44,33,75.42,284.8,607.6,20050.93,42.83,November,Wednesday,14:00,14,0,0,0,0,Clear,Main Road Stop,9,5,33,13,9,8,13,9,34,77.27,36,81.82,MODERATE,HIGH,29.55,11
AP0279,Guntur-Hyderabad,Volvo AC,Kurnool,2024-01-21,53,50,95.6,315.1,902.24,45112.03,74.74,January,Sunday,20:20,20,0,1,0,0,Rainy,City Center Stop,12,5,50,21,6,3,21,6,53,100.0,50,94.34,HIGH,HIGH,39.62,3
AP0280,Hyderabad-Tirupati,Semi-Sleeper,Tirupati,2024-03-16,63,58,92.99,525.86,296.39,17190.78,116.24,March,Saturday,20:40,20,0,1,0,0,Hot,Main Road Stop,26,15,58,14,8,3,14,8,63,100.0,54,85.71,HIGH,HIGH,22.22,5
AP0281,Kadapa-Hyderabad,Super Luxury,Kurnool,2024-03-27,53,32,61.04,354.36,465.6,14899.21,60.51,March,Wednesday,07:45,7,1,0,0,0,Clear,Railway Station Stop,22,5,32,12,4,3,12,4,33,62.26,33,62.26,MODERATE,MODERATE,22.64,21
AP0282,Guntur-Hyderabad,Semi-Sleeper,Kurnool,2024-05-21,59,32,55.2,327.98,190.6,6099.28,115.25,May,Tuesday,11:20,11,0,0,0,0,Rainy,Main Road Stop,20,10,32,11,8,1,11,8,39,66.1,36,61.02,MODERATE,MODERATE,18.64,27
AP0283,Hyderabad-Tirupati,Sleeper,Tirupati,2024-12-18,40,21,53.14,557.45,714.84,15011.62,117.83,December,Wednesday,11:15,11,0,0,0,0,Hot,Central Bus Station,4,5,21,13,13,1,13,13,33,82.5,30,75.0,HIGH,MODERATE,32.5,19
AP0284,Kakinada-Vijayawada,Sleeper,Guntur,2024-01-17,44,44,100.0,291.92,786.43,34602.76,56.32,January,Wednesday,11:45,11,0,0,0,0,Clear,Central Bus Station,18,20,44,19,5,5,19,5,44,100.0,33,75.0,HIGH,MODERATE,43.18,0
AP0285,Nellore-Chennai,Sleeper,Visakhapatnam,2024-05-26,44,35,79.85,540.12,735.17,25730.86,121.33,May,Sunday,15:40,15,0,1,0,0,Clear,Central Bus Station,18,20,35,20,0,5,20,0,30,68.18,35,79.55,MODERATE,MODERATE,45.45,9
AP0286,Anantapur-Bangalore,Sleeper,Nellore,2024-04-18,44,13,29.73,433.13,572.49,7442.33,99.46,April,Thursday,13:45,13,0,0,0,0,Hot,Market Stop,11,20,13,23,8,1,23,8,20,45.45,18,40.91,LOW,LOW,52.27,31
AP0287,Chittoor-Bangalore,Sleeper,Hyderabad,2024-11-19,36,22,62.94,312.3,613.05,13487.08,62.96,November,Tuesday,07:50,7,1,0,0,0,Hot,Market Stop,23,5,22,21,11,6,21,11,27,75.0,31,86.11,MODERATE,HIGH,58.33,14
AP0288,Ongole-Hyderabad,Ordinary,Nellore,2024-08-12,63,49,79.01,502.14,196.38,9622.62,122.26,August,Monday,13:45,13,0,0,0,0,Clear,Central Bus Station,29,10,49,17,7,6,17,7,50,79.37,59,93.65,MODERATE,HIGH,26.98,14
AP0289,Chittoor-Bangalore,Express,Visakhapatnam,2024-11-02,63,35,56.63,483.02,451.19,15791.73,86.85,November,Saturday,14:55,14,0,1,0,0,Clear,Market Stop,10,10,35,3,3,2,3,3,36,57.14,40,63.49,LOW,MODERATE,4.76,28
AP0290,Anantapur-Bangalore,Sleeper,Vijayawada,2024-03-24,36,21,60.14,445.31,494.66,10387.85,94.15,March,Sunday,09:20,9,1,1,0,0,Cloudy,Main Road Stop,12,20,21,23,7,4,23,7,24,66.67,30,83.33,MODERATE,HIGH,63.89,15
AP0291,Guntur-Hyderabad,Super Luxury,Guntur,2024-08-22,45,34,76.63,381.69,428.44,14567.0,63.4,August,Thursday,20:20,20,0,0,0,0,Clear,Railway Station Stop,12,30,34,6,6,6,6,6,34,75.56,35,77.78,MODERATE,MODERATE,13.33,11
AP0292,Hyderabad-Vijayawada,Sleeper,Nellore,2024-04-08,44,37,85.99,290.72,347.31,12850.46,68.7,April,Monday,07:15,7,1,0,0,1,Clear,City Center Stop,26,10,37,25,5,2,25,5,40,90.91,44,100.0,HIGH,HIGH,56.82,7
AP0293,Kadapa-Hyderabad,Ordinary,Guntur,2024-06-20,59,53,90.77,257.1,270.99,14362.42,92.65,June,Thursday,21:10,21,0,0,0,0,Clear,College Road Stop,5,20,53,30,11,5,30,11,59,100.0,59,100.0,HIGH,HIGH,50.85,6
AP0294,Eluru-Hyderabad,Ordinary,Nellore,2024-01-07,63,43,69.82,223.31,243.74,10480.75,49.24,January,Sunday,09:40,9,1,1,0,0,Clear,City Center Stop,28,15,43,22,8,3,22,8,48,76.19,58,92.06,MODERATE,HIGH,34.92,20
AP0295,Vijayawada-Visakhapatnam,Sleeper,Hyderabad,2024-05-05,36,18,51.4,115.05,526.41,9475.33,24.13,May,Sunday,20:40,20,0,1,0,0,Cloudy,Main Road Stop,24,30,18,7,5,3,7,5,20,55.56,19,52.78,LOW,LOW,19.44,18
AP0296,Anantapur-Bangalore,Ordinary,Hyderabad,2024-11-16,59,54,92.31,377.19,327.19,17668.16,69.51,November,Saturday,21:45,21,0,1,0,0,Cloudy,Main Road Stop,16,5,54,14,11,6,14,11,59,100.0,57,96.61,HIGH,HIGH,23.73,5
AP0297,Eluru-Hyderabad,Volvo AC,Hyderabad,2024-06-02,57,32,57.8,238.53,790.81,25305.79,52.1,June,Sunday,22:10,22,0,1,0,0,Cloudy,College Road Stop,19,30,32,9,3,3,9,3,32,56.14,43,75.44,LOW,MODERATE,15.79,25
AP0298,Anantapur-Bangalore,Semi-Sleeper,Kurnool,2024-05-01,63,47,74.73,169.62,238.12,11191.54,40.23,May,Wednesday,19:25,19,1,0,0,0,Rainy,Main Road Stop,28,15,47,16,6,2,16,6,51,80.95,57,90.48,HIGH,HIGH,25.4,16
AP0299,Kadapa-Hyderabad,Sleeper,Vijayawada,2024-10-11,40,16,40.7,467.31,614.54,9832.65,97.44,October,Friday,19:10,19,1,0,0,0,Clear,City Center Stop,24,10,16,33,6,3,33,6,19,47.5,21,52.5,LOW,LOW,82.5,24
AP0300,Kadapa-Hyderabad,Super Luxury,Nellore,2024-12-08,45,36,80.96,507.28,597.25,21501.16,107.92,December,Sunday,16:50,16,0,1,0,0,Clear,Market Stop,10,5,36,18,13,4,18,13,45,100.0,40,88.89,HIGH,HIGH,40.0,9
AP0301,Hyderabad-Tirupati,Super Luxury,Vijayawada,2024-01-21,49,42,87.73,545.8,681.42,28619.81,132.4,January,Sunday,19:15,19,1,1,0,0,Clear,Main Road Stop,4,30,42,22,6,5,22,6,43,87.76,34,69.39,HIGH,MODERATE,44.9,7
AP0302,Chittoor-Bangalore,Super Luxury,Nellore,2024-04-20,53,33,63.33,332.81,413.76,13654.0,92.1,April,Saturday,10:05,10,0,1,0,0,Clear,City Center Stop,21,30,33,10,2,6,10,2,29,54.72,36,67.92,LOW,MODERATE,18.87,20
AP0303,Hyderabad-Visakhapatnam,Super Luxury,Tirupati,2024-12-06,45,39,88.49,606.2,643.78,25107.39,107.25,December,Friday,14:30,14,0,0,0,1,Clear,Railway Station Stop,7,5,39,15,6,1,15,6,44,97.78,41,91.11,HIGH,HIGH,33.33,6
AP0304,Nellore-Chennai,Volvo AC,Guntur,2024-12-19,57,17,29.94,375.8,1328.87,22590.77,102.0,December,Thursday,14:50,14,0,0,0,0,Clear,College Road Stop,5,15,17,21,9,6,21,9,20,35.09,28,49.12,LOW,LOW,36.84,40
AP0305,Anantapur-Bangalore,Semi-Sleeper,Guntur,2024-07-02,59,34,59.02,313.82,206.36,7016.39,66.43,July,Tuesday,20:50,20,0,0,0,0,Clear,Market Stop,30,20,34,14,10,2,14,10,42,71.19,41,69.49,MODERATE,MODERATE,23.73,25
AP0306,Vijayawada-Visakhapatnam,Ordinary,Kurnool,2024-04-11,59,43,73.07,172.7,251.5,10814.6,31.35,April,Thursday,14:05,14,0,0,0,0,Clear,Central Bus Station,16,15,43,0,0,4,0,0,39,66.1,44,74.58,MODERATE,MODERATE,0.0,16
AP0307,Anantapur-Bangalore,Ordinary,Kurnool,2024-06-27,63,55,87.49,327.82,202.35,11129.09,65.05,June,Thursday,13:15,13,0,0,0,0,Cloudy,College Road Stop,21,5,55,27,12,7,27,12,60,95.24,55,87.3,HIGH,HIGH,42.86,8
AP0308,Vijayawada-Tirupati,Semi-Sleeper,Visakhapatnam,2024-06-11,63,33,53.26,478.07,345.52,11402.04,99.49,June,Tuesday,16:05,16,0,0,0,0,Cloudy,Central Bus Station,9,10,33,13,9,6,13,9,36,57.14,36,57.14,LOW,LOW,20.63,30
AP0309,Eluru-Hyderabad,Ordinary,Tirupati,2024-01-13,63,39,63.08,336.47,168.14,6557.53,63.45,January,Saturday,12:15,12,0,1,0,0,Hot,Railway Station Stop,5,10,39,14,5,2,14,5,42,66.67,48,76.19,MODERATE,MODERATE,22.22,24
AP0310,Eluru-Hyderabad,Semi-Sleeper,Guntur,2024-11-15,63,44,71.38,357.9,406.57,17888.86,66.73,November,Friday,10:30,10,0,0,0,0,Rainy,Market Stop,4,10,44,21,13,2,21,13,55,87.3,62,98.41,HIGH,HIGH,33.33,19
AP0311,Ongole-Hyderabad,Sleeper,Tirupati,2024-05-14,40,35,87.94,296.44,587.19,20551.68,57.17,May,Tuesday,14:15,14,0,0,0,1,Cloudy,College Road Stop,12,30,35,20,7,4,20,7,38,95.0,36,90.0,HIGH,HIGH,50.0,5
AP0312,Hyderabad-Tirupati,Ordinary,Tirupati,2024-09-13,55,47,85.73,561.67,291.2,13686.56,114.89,September,Friday,13:00,13,0,0,0,0,Clear,City Center Stop,3,10,47,16,6,2,16,6,51,92.73,53,96.36,HIGH,HIGH,29.09,8
AP0313,Vijayawada-Visakhapatnam,Super Luxury,Vijayawada,2024-12-23,49,20,42.55,333.69,566.62,11332.37,85.47,December,Monday,11:30,11,0,0,0,0,Cloudy,Market Stop,14,20,20,9,7,4,9,7,23,46.94,25,51.02,LOW,LOW,18.37,29
AP0314,Anantapur-Bangalore,Super Luxury,Visakhapatnam,2024-05-24,49,47,97.61,389.06,764.51,35932.11,75.78,May,Friday,13:00,13,0,0,0,1,Clear,City Center Stop,12,30,47,10,4,6,10,4,45,91.84,42,85.71,HIGH,HIGH,20.41,2
AP0315,Kurnool-Hyderabad,Express,Vijayawada,2024-04-20,59,29,50.73,333.86,386.36,11204.3,84.9,April,Saturday,13:10,13,0,1,0,1,Clear,Central Bus Station,17,20,29,19,7,2,19,7,34,57.63,33,55.93,LOW,LOW,32.2,30
AP0316,Eluru-Hyderabad,Volvo AC,Vijayawada,2024-04-27,53,34,65.55,303.07,974.58,33135.85,76.89,April,Saturday,12:00,12,0,1,0,0,Clear,Central Bus Station,19,20,34,21,7,0,21,7,41,77.36,37,69.81,MODERATE,MODERATE,39.62,19
AP0317,Kadapa-Hyderabad,Sleeper,Nellore,2024-01-31,36,20,56.41,498.12,814.38,16287.5,120.99,January,Wednesday,13:05,13,0,0,0,0,Clear,City Center Stop,11,5,20,8,8,6,8,8,22,61.11,25,69.44,MODERATE,MODERATE,22.22,16
AP0318,Hyderabad-Vijayawada,Semi-Sleeper,Vijayawada,2024-02-22,59,55,93.58,287.11,394.04,21672.25,77.16,February,Thursday,17:25,17,1,0,0,0,Clear,Railway Station Stop,15,5,55,16,7,5,16,7,57,96.61,52,88.14,HIGH,HIGH,27.12,4
AP0319,Nellore-Chennai,Semi-Sleeper,Kurnool,2024-10-16,63,38,61.31,280.45,157.55,5986.9,48.81,October,Wednesday,12:50,12,0,0,0,0,Cloudy,Market Stop,5,20,38,19,4,3,19,4,39,61.9,37,58.73,MODERATE,LOW,30.16,25
AP0320,Hyderabad-Visakhapatnam,Express,Nellore,2024-11-01,59,44,75.23,603.44,337.38,14844.76,130.5,November,Friday,22:45,22,0,0,0,0,Rainy,Central Bus Station,11,20,44,11,3,6,11,3,41,69.49,42,71.19,MODERATE,MODERATE,18.64,15
AP0321,Nellore-Chennai,Ordinary,Kurnool,2024-06-10,55,23,42.66,368.49,316.01,7268.18,100.75,June,Monday,21:05,21,0,0,0,0,Rainy,Main Road Stop,30,20,23,12,9,0,12,9,32,58.18,35,63.64,LOW,MODERATE,21.82,32
AP0322,Chittoor-Bangalore,Volvo AC,Tirupati,2024-08-05,57,20,36.22,376.54,424.09,8481.76,93.35,August,Monday,14:00,14,0,0,0,0,Cloudy,College Road Stop,30,15,20,10,8,3,10,8,25,43.86,31,54.39,LOW,LOW,17.54,37
AP0323,Kadapa-Hyderabad,Ordinary,Tirupati,2024-08-22,59,52,88.89,308.55,363.82,18918.63,76.89,August,Thursday,12:20,12,0,0,0,1,Clear,College Road Stop,16,15,52,17,6,3,17,6,55,93.22,58,98.31,HIGH,HIGH,28.81,7
AP0324,Kadapa-Hyderabad,Sleeper,Hyderabad,2024-10-19,44,30,69.09,574.11,581.51,17445.32,137.62,October,Saturday,14:35,14,0,1,0,0,Clear,City Center Stop,29,5,30,3,3,5,3,3,28,63.64,35,79.55,MODERATE,MODERATE,6.82,14
AP0325,Kakinada-Vijayawada,Ordinary,Guntur,2024-09-12,55,32,59.4,250.38,100.0,3200.0,56.25,September,Thursday,20:40,20,0,0,0,0,Cloudy,Market Stop,17,10,32,9,9,7,9,9,34,61.82,35,63.64,MODERATE,MODERATE,16.36,23
AP0326,Ongole-Hyderabad,Super Luxury,Tirupati,2024-06-14,53,29,55.11,266.88,632.99,18356.64,47.37,June,Friday,16:45,16,0,0,0,0,Clear,Market Stop,6,15,29,13,12,10,13,12,31,58.49,34,64.15,LOW,MODERATE,24.53,24
AP0327,Anantapur-Bangalore,Semi-Sleeper,Kurnool,2024-09-20,55,21,38.56,340.16,303.64,6376.41,81.91,September,Friday,19:20,19,1,0,0,0,Clear,Central Bus Station,27,5,21,21,6,7,21,6,20,36.36,24,43.64,LOW,LOW,38.18,34
AP0328,Kurnool-Hyderabad,Volvo AC,Vijayawada,2024-09-08,53,37,69.9,369.23,827.66,30623.41,84.27,September,Sunday,14:10,14,0,1,0,0,Clear,Central Bus Station,14,5,37,19,8,6,19,8,39,73.58,47,88.68,MODERATE,HIGH,35.85,16
AP0329,Anantapur-Bangalore,Super Luxury,Guntur,2024-04-11,45,28,62.38,241.76,338.42,9475.84,47.12,April,Thursday,16:00,16,0,0,0,0,Hot,Market Stop,20,5,28,23,11,2,23,11,37,82.22,33,73.33,HIGH,MODERATE,51.11,17
AP0330,Nellore-Chennai,Express,Kurnool,2024-01-17,63,38,61.65,93.77,417.65,15870.65,21.57,January,Wednesday,12:05,12,0,0,0,0,Cloudy,Railway Station Stop,21,10,38,21,6,4,21,6,40,63.49,45,71.43,MODERATE,MODERATE,33.33,25
AP0331,Chittoor-Bangalore,Semi-Sleeper,Tirupati,2024-12-05,59,32,54.74,551.79,248.46,7950.69,118.08,December,Thursday,18:00,18,1,0,0,0,Clear,Central Bus Station,11,30,32,25,8,4,25,8,36,61.02,45,76.27,MODERATE,MODERATE,42.37,27
AP0332,Kurnool-Hyderabad,Volvo AC,Nellore,2024-06-23,57,39,69.96,273.69,711.61,27752.65,59.39,June,Sunday,11:50,11,0,1,0,0,Cloudy,Market Stop,23,20,39,11,8,4,11,8,43,75.44,38,66.67,MODERATE,MODERATE,19.3,18
AP0333,Ongole-Hyderabad,Ordinary,Vijayawada,2024-01-07,55,30,55.68,474.41,229.12,6873.71,123.5,January,Sunday,17:15,17,1,1,0,0,Clear,Railway Station Stop,17,30,30,16,4,5,16,4,29,52.73,32,58.18,LOW,LOW,29.09,25
AP0334,Vijayawada-Visakhapatnam,Ordinary,Kurnool,2024-04-20,55,53,96.75,366.48,391.69,20759.45,80.71,April,Saturday,20:45,20,0,1,0,0,Clear,College Road Stop,13,10,53,12,6,4,12,6,55,100.0,53,96.36,HIGH,HIGH,21.82,2
AP0335,Hyderabad-Tirupati,Ordinary,Visakhapatnam,2024-07-13,55,50,92.3,509.98,279.7,13984.85,132.9,July,Saturday,10:30,10,0,1,0,0,Clear,City Center Stop,11,15,50,16,7,2,16,7,55,100.0,55,100.0,HIGH,HIGH,29.09,5
AP0336,Kadapa-Hyderabad,Ordinary,Guntur,2024-01-04,63,31,50.35,367.26,241.74,7493.93,88.59,January,Thursday,16:30,16,0,0,0,0,Clear,Market Stop,23,30,31,17,10,5,17,10,36,57.14,38,60.32,LOW,MODERATE,26.98,32
AP0337,Kakinada-Vijayawada,Ordinary,Nellore,2024-07-17,59,36,61.03,223.98,292.97,10546.82,55.9,July,Wednesday,09:25,9,1,0,1,0,Cloudy,Market Stop,9,10,36,28,4,6,28,4,34,57.63,44,74.58,LOW,MODERATE,47.46,23
AP0338,Kakinada-Vijayawada,Ordinary,Vijayawada,2024-12-25,63,48,77.29,382.57,213.17,10232.04,90.99,December,Wednesday,18:45,18,1,0,0,0,Clear,City Center Stop,6,20,48,19,8,6,19,8,50,79.37,52,82.54,MODERATE,HIGH,30.16,15
AP0339,Vijayawada-Visakhapatnam,Volvo AC,Visakhapatnam,2024-02-16,53,18,34.85,323.7,637.83,11480.91,106.78,February,Friday,08:00,8,1,0,0,0,Rainy,College Road Stop,27,20,18,27,12,9,27,12,21,39.62,24,45.28,LOW,LOW,50.94,35
AP0340,Eluru-Hyderabad,Ordinary,Kurnool,2024-08-11,59,42,72.66,453.56,162.87,6840.69,117.15,August,Sunday,21:05,21,0,1,0,1,Clear,Main Road Stop,12,30,42,25,14,5,25,14,51,86.44,57,96.61,HIGH,HIGH,42.37,17
AP0341,Kadapa-Hyderabad,Express,Guntur,2024-07-20,59,47,81.18,331.96,410.77,19306.17,59.3,July,Saturday,10:25,10,0,1,1,0,Cloudy,College Road Stop,20,30,47,21,12,3,21,12,56,94.92,54,91.53,HIGH,HIGH,35.59,12
AP0342,Ongole-Hyderabad,Sleeper,Nellore,2024-11-26,44,31,71.0,266.13,443.69,13754.32,55.19,November,Tuesday,22:20,22,0,0,0,0,Cloudy,Central Bus Station,23,20,31,12,4,3,12,4,32,72.73,44,100.0,MODERATE,HIGH,27.27,13
AP0343,Kadapa-Hyderabad,Express,Visakhapatnam,2024-05-18,55,32,58.52,354.8,561.66,17973.03,74.45,May,Saturday,19:30,19,1,1,0,0,Cloudy,Market Stop,26,15,32,15,9,4,15,9,37,67.27,45,81.82,MODERATE,HIGH,27.27,23
AP0344,Vijayawada-Tirupati,Ordinary,Vijayawada,2024-05-04,59,37,63.14,403.51,192.67,7128.75,79.0,May,Saturday,15:40,15,0,1,0,0,Cloudy,Main Road Stop,20,30,37,7,7,3,7,7,41,69.49,41,69.49,MODERATE,MODERATE,11.86,22
AP0345,Hyderabad-Visakhapatnam,Ordinary,Visakhapatnam,2024-01-08,59,43,73.17,597.17,292.08,12559.36,122.11,January,Monday,19:35,19,1,0,0,0,Hot,City Center Stop,22,20,43,16,9,5,16,9,47,79.66,49,83.05,MODERATE,HIGH,27.12,16
AP0346,Ongole-Hyderabad,Volvo AC,Nellore,2024-12-07,49,25,51.82,373.22,751.82,18795.44,105.5,December,Saturday,19:15,19,1,1,0,0,Clear,Central Bus Station,26,10,25,22,6,1,22,6,30,61.22,31,63.27,MODERATE,MODERATE,44.9,24
AP0347,Kadapa-Hyderabad,Semi-Sleeper,Tirupati,2024-02-24,59,42,71.89,301.0,299.48,12578.12,61.75,February,Saturday,22:15,22,0,1,0,0,Cloudy,City Center Stop,29,20,42,15,3,6,15,3,39,66.1,39,66.1,MODERATE,MODERATE,25.42,17
